id,uuid,observed_on,time_observed_at,created_at,quality_grade,license,url,image_url,captive_cultivated,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
257480172,2e91251d-e7f3-425d-b589-4ebd9c96ec22,2025-01-05,2025-01-05 15:53:36 UTC,2025-01-05 15:55:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/257480172,https://inaturalist-open-data.s3.amazonaws.com/photos/461899590/medium.jpg,false,40.22393,-79.283455,Narcissus Bulb Fly,Merodon equestris,Narcissus Bulb Fly,Insecta,194786
257502717,2120d97b-f870-4f7f-9f10-4e32f526a3c8,2025-01-05,2025-01-05 19:38:34 UTC,2025-01-05 19:39:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/257502717,https://inaturalist-open-data.s3.amazonaws.com/photos/461944470/medium.jpg,false,40.3199772621,-80.1034628431,Hackberry Petiole Gall Psyllid,Pachypsylla venusta,Hackberry Petiole Gall Psyllid,Insecta,326137
257514282,921c1599-bff7-46d4-9265-a78e5c21b8e0,2025-01-05,2025-01-05 14:18:38 UTC,2025-01-05 21:35:42 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/257514282,https://inaturalist-open-data.s3.amazonaws.com/photos/461967824/medium.jpg,false,40.9163655012,-76.4369837621,Evergreen Bagworm Moth,Thyridopteryx ephemeraeformis,Evergreen Bagworm Moth,Insecta,121594
257514290,af806c65-25b5-40a3-9d14-a4ef6b590739,2025-01-05,2025-01-05 14:58:02 UTC,2025-01-05 21:35:49 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/257514290,https://inaturalist-open-data.s3.amazonaws.com/photos/461967853/medium.jpg,false,40.9153092607,-76.4340481539,Elongate hemlock scale,Fiorinia externa,Elongate hemlock scale,Insecta,447063
257591955,e42a5b8e-54ce-45b4-af89-fd8235a3a59a,2025-01-06,2025-01-06 14:07:52 UTC,2025-01-06 14:09:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/257591955,https://inaturalist-open-data.s3.amazonaws.com/photos/462122762/medium.jpg,false,39.9505783333,-75.1802966667,Webbing Clothes Moth,Tineola bisselliella,Webbing Clothes Moth,Insecta,232606
257602231,4409808c-daa1-423e-b6b2-c49a0467c298,2025-01-06,2025-01-06 16:12:49 UTC,2025-01-06 16:13:39 UTC,research,,https://www.inaturalist.org/observations/257602231,https://static.inaturalist.org/photos/462142595/medium.jpeg,false,40.11187191,-75.41266573,Larder Beetle,Dermestes lardarius,Larder Beetle,Insecta,131076
257633994,a8c991dd-cdb0-4ed4-9ea5-282477abd225,2025-01-06,2025-01-06 21:12:21 UTC,2025-01-06 21:14:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/257633994,https://inaturalist-open-data.s3.amazonaws.com/photos/462194947/medium.jpeg,false,40.4327027778,-79.91085,Hackberry Petiole Gall Psyllid,Pachypsylla venusta,Hackberry Petiole Gall Psyllid,Insecta,326137
257650379,7e0a66b1-7924-425e-ab3d-da318c904139,2025-01-05,2025-01-05 14:58:02 UTC,2025-01-07 00:27:13 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/257650379,https://inaturalist-open-data.s3.amazonaws.com/photos/461967853/medium.jpg,false,40.9153092607,-76.4340481539,Hemlock Woolly Adelgid,Adelges tsugae,Hemlock Woolly Adelgid,Insecta,61513
257656148,408c21b9-bd93-47d1-8b6d-e510753cbc9f,2025-01-06,2025-01-07 01:39:04 UTC,2025-01-07 01:40:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/257656148,https://inaturalist-open-data.s3.amazonaws.com/photos/462240174/medium.jpeg,false,40.7065696716,-80.0859222412,Eastern Boxelder Bug,Boisea trivittata,Eastern Boxelder Bug,Insecta,53227
257762534,80e4a83f-13c9-442a-8f84-bc173f1f724a,2025-01-07,2025-01-07 16:21:34 UTC,2025-01-08 02:42:37 UTC,research,,https://www.inaturalist.org/observations/257762534,https://static.inaturalist.org/photos/462444176/medium.jpeg,false,40.8279692284,-76.4727928117,Hemlock Woolly Adelgid,Adelges tsugae,Hemlock Woolly Adelgid,Insecta,61513
257796117,91709ef3-7da0-43d2-8428-15aee5b3187a,2025-01-07,2025-01-07 21:22:23 UTC,2025-01-08 13:40:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/257796117,https://inaturalist-open-data.s3.amazonaws.com/photos/462513850/medium.jpg,false,40.00748055,-76.7209916667,Evergreen Bagworm Moth,Thyridopteryx ephemeraeformis,Evergreen Bagworm Moth,Insecta,121594
257806700,a83d3a90-2b16-438a-bd60-30c5d8044da6,2025-01-08,2025-01-08 15:41:20 UTC,2025-01-08 16:09:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/257806700,https://inaturalist-open-data.s3.amazonaws.com/photos/462532810/medium.jpeg,false,39.9846181997,-75.2102397997,Blackberry Knot Gall Wasp,Diastrophus nebulosus,Blackberry Knot Gall Wasp,Insecta,202858
257851039,1e28a2e1-bfa0-41b1-b6af-44155fbed6ce,2025-01-08,2025-01-08 19:53:10 UTC,2025-01-08 20:44:59 UTC,research,,https://www.inaturalist.org/observations/257851039,https://static.inaturalist.org/photos/462572938/medium.jpeg,false,40.17472039,-75.68710096,Eastern Tent Caterpillar Moth,Malacosoma americana,Eastern Tent Caterpillar Moth,Insecta,211100
257871774,54491d0b-fd8c-48ce-9bfa-eb871f2de118,2025-01-08,2025-01-08 18:15:36 UTC,2025-01-08 23:15:24 UTC,research,,https://www.inaturalist.org/observations/257871774,https://static.inaturalist.org/photos/462596583/medium.jpg,false,40.294255,-79.4040916667,Northern Paper Wasp,Polistes fuscatus,Northern Paper Wasp,Insecta,52757
257945678,d9f29659-bc84-4593-9ab2-26d23a446d54,2025-01-09,2025-01-09 19:14:36 UTC,2025-01-09 19:27:45 UTC,research,,https://www.inaturalist.org/observations/257945678,https://static.inaturalist.org/photos/462750344/medium.jpg,false,40.8149584293,-77.8832073605,Aegomorphus modestus,Aegomorphus modestus,,Insecta,212558
257987970,8e0c801d-e6c4-4630-aede-c935aed9f269,2025-01-08,2025-01-08 20:45:03 UTC,2025-01-10 00:15:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/257987970,https://inaturalist-open-data.s3.amazonaws.com/photos/462799944/medium.jpg,false,40.9862333333,-76.5853883333,Brown Marmorated Stink Bug,Halyomorpha halys,Brown Marmorated Stink Bug,Insecta,81923
257994760,299840a4-2c7b-4ac7-a51c-8569bb456346,2025-01-08,2025-01-08 21:47:00 UTC,2025-01-10 01:48:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/257994760,https://inaturalist-open-data.s3.amazonaws.com/photos/462814108/medium.jpg,false,40.487824,-80.156867,Hemlock Woolly Adelgid,Adelges tsugae,Hemlock Woolly Adelgid,Insecta,61513
257994991,afb92a41-282a-4e36-b79b-a2564d80c76d,2025-01-08,2025-01-08 21:57:00 UTC,2025-01-10 01:50:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/257994991,https://inaturalist-open-data.s3.amazonaws.com/photos/462814467/medium.jpg,false,40.4926888889,-80.1610972222,Hemlock Woolly Adelgid,Adelges tsugae,Hemlock Woolly Adelgid,Insecta,61513
258084806,d8fdcc02-ea21-40c4-b433-8431cedf74ee,2025-01-10,2025-01-11 01:21:19 UTC,2025-01-11 01:24:07 UTC,research,,https://www.inaturalist.org/observations/258084806,https://static.inaturalist.org/photos/462996042/medium.jpg,false,40.5357839121,-79.8786435463,Stictocephala brevitylus,Stictocephala brevitylus,,Insecta,125455
258148809,4ae6f976-7e8e-4b5a-ba95-639cff43169a,2025-01-11,2025-01-11 16:17:11 UTC,2025-01-11 16:35:53 UTC,research,,https://www.inaturalist.org/observations/258148809,https://static.inaturalist.org/photos/463116246/medium.jpg,false,39.942655,-75.2605583333,Indian Wax Scale,Ceroplastes ceriferus,Indian Wax Scale,Insecta,387379
258165669,f4c9a743-882e-46be-8547-be59f4f50906,2025-01-09,2025-01-09 21:32:26 UTC,2025-01-11 19:44:21 UTC,research,,https://www.inaturalist.org/observations/258165669,https://static.inaturalist.org/photos/463148965/medium.jpg,false,40.3443,-78.960105,Brown Marmorated Stink Bug,Halyomorpha halys,Brown Marmorated Stink Bug,Insecta,81923
258243853,9929eadc-ff1c-4cc8-b9a5-e76dd8da4233,2025-01-12,2025-01-12 13:09:45 UTC,2025-01-12 13:09:53 UTC,research,CC0,https://www.inaturalist.org/observations/258243853,https://inaturalist-open-data.s3.amazonaws.com/photos/463311958/medium.jpg,false,40.2106449155,-75.3949670448,Indian-Meal Moth,Plodia interpunctella,Indian-Meal Moth,Insecta,124184
258286296,cdd027f7-caa9-40c1-9677-b45a36a60c72,2025-01-12,2025-01-12 17:41:27 UTC,2025-01-12 18:33:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258286296,https://inaturalist-open-data.s3.amazonaws.com/photos/463369498/medium.jpg,false,40.4584466667,-78.552475,Emerald Ash Borer,Agrilus planipennis,Emerald Ash Borer,Insecta,70057
258286796,9b34260f-92c6-40a9-b736-f7b98edbea8d,2025-01-12,2025-01-12 17:51:20 UTC,2025-01-12 18:38:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258286796,https://inaturalist-open-data.s3.amazonaws.com/photos/463370855/medium.jpg,false,40.460755,-78.551505,Spongy Moth,Lymantria dispar,Spongy Moth,Insecta,47802
258287097,698cc0ee-c289-402d-a15c-ad604642801d,2025-01-12,2025-01-12 17:52:38 UTC,2025-01-12 18:41:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258287097,https://inaturalist-open-data.s3.amazonaws.com/photos/463371331/medium.jpg,false,40.46073,-78.5515666667,Goldenrod Leaffolder Moth,Agonopterix pulvipennella,Goldenrod Leaffolder Moth,Insecta,210604
258294071,22a1f838-d549-44e4-b135-fcd9b088f59a,2025-01-12,2025-01-12 19:37:51 UTC,2025-01-12 19:54:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258294071,https://inaturalist-open-data.s3.amazonaws.com/photos/463384997/medium.jpeg,false,41.2187678,-75.8420584997,Asian Lady Beetle,Harmonia axyridis,Asian Lady Beetle,Insecta,48484
258296410,b15a3a08-b0fd-4c1d-b1b1-fa482c9d2c16,2025-01-12,2025-01-12 19:43:00 UTC,2025-01-12 20:19:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258296410,https://inaturalist-open-data.s3.amazonaws.com/photos/463388838/medium.jpg,false,41.8929529867,-80.3662682168,German Yellowjacket,Vespula germanica,German Yellowjacket,Insecta,126155
258300890,5a56c7ff-5ed5-4461-86e5-6b2e40af51e9,2025-01-12,2025-01-12 21:06:52 UTC,2025-01-12 21:08:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258300890,https://inaturalist-open-data.s3.amazonaws.com/photos/463399157/medium.jpg,false,41.0790028333,-76.4153666667,Bean Leaf Beetle,Cerotoma trifurcata,Bean Leaf Beetle,Insecta,216533
258309806,4a88d3fb-2ddf-4be0-ab5d-6aa47332a489,2025-01-12,2025-01-12 20:16:22 UTC,2025-01-12 22:37:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258309806,https://inaturalist-open-data.s3.amazonaws.com/photos/463416202/medium.jpeg,false,39.8200598956,-76.3363257051,Pine Tube Moth,Argyrotaenia pinatubana,Pine Tube Moth,Insecta,214161
258313755,131665a0-75f3-42eb-9a61-dfa2095d4f6b,2025-01-12,2025-01-12 14:54:00 UTC,2025-01-12 23:18:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258313755,https://inaturalist-open-data.s3.amazonaws.com/photos/463423189/medium.jpeg,false,40.1244611111,-75.6294555556,Carolina Mantis,Stagmomantis carolina,Carolina Mantis,Insecta,119989
258316145,78d8dcb6-c07d-488b-8bc3-7c0b1f945d0a,2025-01-12,2025-01-12 23:44:28 UTC,2025-01-12 23:45:51 UTC,research,,https://www.inaturalist.org/observations/258316145,https://static.inaturalist.org/photos/463428809/medium.jpg,false,40.322824462,-75.4129750549,Goldenrod Leaffolder Moth,Agonopterix pulvipennella,Goldenrod Leaffolder Moth,Insecta,210604
258349885,efbe1310-e367-40b8-86aa-6d349d9346a9,2025-01-12,2025-01-12 23:19:58 UTC,2025-01-13 07:04:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258349885,https://inaturalist-open-data.s3.amazonaws.com/photos/463498212/medium.jpg,false,39.9613083333,-75.1721883333,Asian Lady Beetle,Harmonia axyridis,Asian Lady Beetle,Insecta,48484
258379004,c3fb242c-7510-448f-932a-e02e0f3a4bce,2025-01-13,2025-01-13 15:31:22 UTC,2025-01-13 15:37:36 UTC,research,,https://www.inaturalist.org/observations/258379004,https://static.inaturalist.org/photos/463558649/medium.jpeg,false,40.0345738442,-75.752837956,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
258402394,0512bb0b-c2af-4bc0-9c81-287d69cade7b,2025-01-13,2025-01-13 20:42:53 UTC,2025-01-13 20:43:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258402394,https://inaturalist-open-data.s3.amazonaws.com/photos/463606783/medium.jpg,false,40.1024361667,-75.4296116667,Cecropia Moth,Hyalophora cecropia,Cecropia Moth,Insecta,81582
258429333,c1be6104-fd0f-49a7-9241-a716feb22c57,2025-01-12,2025-01-12 15:51:00 UTC,2025-01-14 02:35:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258429333,https://inaturalist-open-data.s3.amazonaws.com/photos/463651751/medium.jpg,false,40.3230909258,-75.9027067044,Elongate hemlock scale,Fiorinia externa,Elongate hemlock scale,Insecta,447063
258431753,c34283c1-69a9-4598-a90b-3a350f21f806,2025-01-13,2025-01-14 02:51:12 UTC,2025-01-14 03:08:28 UTC,research,,https://www.inaturalist.org/observations/258431753,https://static.inaturalist.org/photos/463666197/medium.jpg,false,39.9521156101,-75.2009915934,German Cockroach,Blattella germanica,German Cockroach,Insecta,121237
258468933,f5fd5f4f-18cd-4b75-8640-7be7c40b28d9,2025-01-14,2025-01-14 14:16:56 UTC,2025-01-14 14:18:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258468933,https://inaturalist-open-data.s3.amazonaws.com/photos/463742990/medium.jpg,false,39.8918583333,-75.25705,Eastern Boxelder Bug,Boisea trivittata,Eastern Boxelder Bug,Insecta,53227
258470788,9ef1379e-7ada-4160-8862-569664f2ed53,2025-01-13,2025-01-13 20:55:24 UTC,2025-01-14 14:50:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258470788,https://inaturalist-open-data.s3.amazonaws.com/photos/463747482/medium.jpg,false,40.1754,-79.7834083333,Hackberry Petiole Gall Psyllid,Pachypsylla venusta,Hackberry Petiole Gall Psyllid,Insecta,326137
258479203,9faac23b-904d-4893-a884-ae4405b284b6,2025-01-14,2025-01-14 16:57:46 UTC,2025-01-14 16:58:47 UTC,research,,https://www.inaturalist.org/observations/258479203,https://static.inaturalist.org/photos/463764394/medium.jpg,false,39.98932,-75.1829,Greater Anglewing,Microcentrum rhombifolium,Greater Anglewing,Insecta,84752
258483239,e104937c-06e8-4191-9c46-646ffb689c74,2025-01-14,2025-01-14 17:32:10 UTC,2025-01-14 18:01:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258483239,https://inaturalist-open-data.s3.amazonaws.com/photos/463773493/medium.jpg,false,41.0207445,-76.4269033333,Brown Marmorated Stink Bug,Halyomorpha halys,Brown Marmorated Stink Bug,Insecta,81923
258489907,b0413086-e059-4b01-b43e-cf8478c7c737,2025-01-14,2025-01-14 19:22:02 UTC,2025-01-14 19:39:51 UTC,research,,https://www.inaturalist.org/observations/258489907,https://static.inaturalist.org/photos/463787483/medium.jpg,false,40.0381778333,-75.3390416667,Asian Lady Beetle,Harmonia axyridis,Asian Lady Beetle,Insecta,48484
258491404,6376f11a-8183-45bc-996b-60aa0e10ab22,2025-01-14,2025-01-14 19:54:07 UTC,2025-01-14 19:57:32 UTC,research,,https://www.inaturalist.org/observations/258491404,https://static.inaturalist.org/photos/463790464/medium.jpg,false,40.2677,-78.8339083333,Asian Lady Beetle,Harmonia axyridis,Asian Lady Beetle,Insecta,48484
258515632,698075cf-873d-4073-b9ea-a5f36979ace9,2025-01-14,2025-01-15 01:01:59 UTC,2025-01-15 01:13:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258515632,https://inaturalist-open-data.s3.amazonaws.com/photos/463840390/medium.jpg,false,40.0800305,-75.1870366667,Spotted Cucumber Beetle,Diabrotica undecimpunctata,Spotted Cucumber Beetle,Insecta,55487
258518240,75de4197-ec40-4a70-98ec-dc18fb2d457e,2025-01-12,2025-01-12 19:20:07 UTC,2025-01-15 01:47:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258518240,https://inaturalist-open-data.s3.amazonaws.com/photos/463845909/medium.jpg,false,40.7038950027,-79.5815416667,Hackberry Petiole Gall Psyllid,Pachypsylla venusta,Hackberry Petiole Gall Psyllid,Insecta,326137
258549946,111e5794-13a8-4421-98d5-44d69afca788,2025-01-15,2025-01-15 10:48:20 UTC,2025-01-15 10:48:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258549946,https://inaturalist-open-data.s3.amazonaws.com/photos/463911757/medium.jpeg,false,40.25810374,-75.80024976,Common Silverfish,Lepisma saccharinum,Common Silverfish,Insecta,1445691
258569417,5637a146-2916-411c-b15a-ea1f43193870,2025-01-15,2025-01-15 16:00:03 UTC,2025-01-15 16:00:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258569417,https://inaturalist-open-data.s3.amazonaws.com/photos/463950100/medium.jpg,false,41.1799805428,-75.7248611933,Hemlock Woolly Adelgid,Adelges tsugae,Hemlock Woolly Adelgid,Insecta,61513
258608252,71b8fc79-1868-4d8b-8308-4a0159805b15,2025-01-15,2025-01-16 01:04:33 UTC,2025-01-16 01:09:21 UTC,research,,https://www.inaturalist.org/observations/258608252,https://inaturalist-open-data.s3.amazonaws.com/photos/464029001/medium.jpeg,false,40.45455368,-79.92455176,Ailanthus Webworm Moth,Atteva aurea,Ailanthus Webworm Moth,Insecta,116681
258618373,86ac7f50-dc98-43be-9318-0cfdcfeca3a7,2025-01-15,2025-01-16 03:59:31 UTC,2025-01-16 04:00:52 UTC,research,,https://www.inaturalist.org/observations/258618373,https://static.inaturalist.org/photos/464051226/medium.jpeg,false,40.5905916667,-80.0342944444,Western Conifer Seed Bug,Leptoglossus occidentalis,Western Conifer Seed Bug,Insecta,67771
258666562,4e4be88b-0fd4-47e5-a559-84b7702ffb3e,2025-01-16,2025-01-16 16:48:16 UTC,2025-01-16 17:41:10 UTC,research,,https://www.inaturalist.org/observations/258666562,https://static.inaturalist.org/photos/464149196/medium.jpg,false,40.6744633333,-78.2522366667,Ailanthus Webworm Moth,Atteva aurea,Ailanthus Webworm Moth,Insecta,116681
258696644,0a32fefa-c7f4-4479-b851-9b5758aac4db,2025-01-16,2025-01-16 19:11:59 UTC,2025-01-17 00:30:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258696644,https://inaturalist-open-data.s3.amazonaws.com/photos/464210042/medium.jpeg,false,40.9480122,-75.9265177997,Spiny Witch-Hazel Gall Aphid,Hamamelistes spinosus,Spiny Witch-Hazel Gall Aphid,Insecta,127421
258697191,e45c3f8d-f1b5-4c02-9cc1-b19ad472cce0,2025-01-16,2025-01-16 18:57:01 UTC,2025-01-17 00:38:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258697191,https://inaturalist-open-data.s3.amazonaws.com/photos/464211219/medium.jpeg,false,40.9492262997,-75.9178907997,Promethea Silkmoth,Callosamia promethea,Promethea Silkmoth,Insecta,81580
258749144,d32b3aa1-502f-42de-aa48-247356c585e6,2025-01-17,2025-01-17 14:38:11 UTC,2025-01-17 16:08:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258749144,https://inaturalist-open-data.s3.amazonaws.com/photos/464317642/medium.jpeg,false,41.2933061,-75.8595526,Goldenrod Gall Fly,Eurosta solidaginis,Goldenrod Gall Fly,Insecta,85317
258749455,97ea19e9-7601-4f04-8549-729583c5f5ec,2025-01-17,2025-01-17 14:18:36 UTC,2025-01-17 16:13:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258749455,https://inaturalist-open-data.s3.amazonaws.com/photos/464318621/medium.jpeg,false,41.2917094,-75.8622861,Hackberry Petiole Gall Psyllid,Pachypsylla venusta,Hackberry Petiole Gall Psyllid,Insecta,326137
258750663,4c093384-53da-4889-a5d7-6679424fcf72,2025-01-17,2025-01-17 16:27:46 UTC,2025-01-17 16:29:11 UTC,research,CC-BY,https://www.inaturalist.org/observations/258750663,https://inaturalist-open-data.s3.amazonaws.com/photos/464320470/medium.jpeg,false,41.1844519,-75.2648806,Asian Lady Beetle,Harmonia axyridis,Asian Lady Beetle,Insecta,48484
258762265,c37beaba-fcea-4e53-96a8-1c93c4204b95,2025-01-17,2025-01-17 19:05:50 UTC,2025-01-17 19:07:01 UTC,research,,https://www.inaturalist.org/observations/258762265,https://inaturalist-open-data.s3.amazonaws.com/photos/464344685/medium.jpeg,false,40.43771885,-79.90163611,Green Stink Bug,Chinavia hilaris,Green Stink Bug,Insecta,485010
258775553,1d2ff67f-a5ca-438b-bfc9-eeb733967e06,2025-01-17,2025-01-17 21:55:20 UTC,2025-01-17 21:56:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/258775553,https://inaturalist-open-data.s3.amazonaws.com/photos/464371666/medium.jpg,false,40.3487817088,-80.0450394404,Western Honey Bee,Apis mellifera,Western Honey Bee,Insecta,47219
